,location,total_sqft,bath,price,bhk
5776,Kothannur,1197.0,2.0,47.8,2
5777,Kothannur,1070.0,2.0,42.79,2
5782,Kothannur,1070.0,2.0,38.6,2
5783,Kothannur,2000.0,4.0,95.0,4
5784,Kothannur,1350.0,2.0,42.0,2
5785,Kothannur,1485.0,2.0,59.4,3
5786,Kothannur,1215.0,2.0,48.6,3
5787,Kothannur,1085.0,2.0,34.2,2
5788,Kothannur,820.0,2.0,37.0,2
5789,Kothannur,1404.0,2.0,56.15,3
5791,Kothanur,1200.0,2.0,51.0,2
5792,Kothanur,2400.0,2.0,150.0,3
5793,Kothanur,1828.0,3.0,110.0,3
5794,Kothanur,1186.0,2.0,58.0,2
5796,Kothanur,1847.0,3.0,105.0,3
5799,Kothanur,9600.0,5.0,550.0,5
5800,Kothanur,1435.0,3.0,70.0,3
5801,Kothanur,1187.0,2.0,58.0,2
5802,Kothanur,1847.0,3.0,110.0,3
5803,Kothanur,1460.0,3.0,71.0,3
5804,Kothanur,1760.0,3.0,150.0,3
5805,Kothanur,4000.0,6.0,150.0,6
5806,Kothanur,1185.0,2.0,59.0,2
5807,Kothanur,1436.0,3.0,70.0,3
5808,Kothanur,1462.0,3.0,71.0,3
5809,Kothanur,1790.0,3.0,105.0,3
5811,Kothanur,1070.0,2.0,45.5,2
5813,Kothanur,1145.0,2.0,56.0,2
5814,Kothanur,3401.0,5.0,230.0,4
5815,Kothanur,1455.0,2.0,69.0,2
5816,Kothanur,627.0,1.0,30.0,1
5817,Kothanur,1302.0,2.0,68.5,2
5818,Kothanur,1760.0,3.0,111.0,3
5819,Kothanur,1185.0,2.0,58.0,2
5820,Kothanur,1500.0,1.0,75.0,1
5821,Kothanur,1075.0,2.0,53.0,2
5822,Kothanur,1790.0,3.0,97.0,3
5823,Kothanur,2700.0,4.0,175.0,4
5824,Kothanur,1786.0,2.0,106.0,3
5825,Kothanur,3400.0,5.0,265.0,4
5826,Kothanur,1787.0,3.0,107.0,3
5827,Kothanur,1141.0,2.0,54.0,2
5828,Kothanur,1760.0,3.0,110.0,3
5830,Kothanur,1160.0,2.0,57.0,2
5831,Kothanur,1095.0,2.0,55.0,2
5832,Kothanur,1142.0,2.0,56.0,2
5833,Kothanur,1074.0,2.0,54.0,2
5834,Kothanur,1285.0,2.0,60.0,2
5835,Kothanur,1075.0,2.0,53.0,2
5836,Kothanur,1140.0,2.0,56.0,2
5837,Kothanur,1400.0,2.0,70.0,2
5840,Kothanur,1140.0,2.0,56.0,2
5841,Kothanur,1787.0,3.0,120.0,3
5842,Kothanur,1185.0,2.0,59.0,2
5844,Kothanur,1790.0,3.0,105.0,3
5845,Kothanur,1130.0,2.0,55.0,2
5846,Kothanur,1600.0,4.0,250.0,4
5847,Kothanur,1600.0,5.0,130.0,4
5848,Kothanur,1094.0,2.0,54.0,2
5849,Kothanur,1170.0,3.0,80.0,3
5850,Kothanur,1400.0,2.0,65.0,2
5851,Kothanur,1195.0,2.0,59.0,2
5852,Kothanur,1790.0,3.0,120.0,3
5853,Kothanur,1454.0,3.0,71.5,3
5854,Kudlu,1152.0,2.0,53.5,2
5855,Kudlu,1027.0,2.0,43.0,2
5856,Kudlu,1092.0,2.0,44.0,2
5857,Kudlu,1027.0,2.0,43.0,2
5858,Kudlu,1092.0,2.0,44.0,2
5859,Kudlu,1143.0,2.0,55.0,2
5861,Kudlu,1293.0,2.0,85.0,3
5862,Kudlu,1024.0,2.0,44.0,2
5864,Kudlu,1600.0,3.0,79.0,3
5865,Kudlu,1027.0,2.0,42.0,2
5866,Kudlu,1076.0,2.0,50.0,2
5867,Kudlu,1293.0,2.0,80.0,3
5868,Kudlu,1030.0,2.0,75.0,2
5869,Kudlu,1027.0,2.0,44.0,2
5870,Kudlu,1700.0,3.0,125.0,3
5871,Kudlu,1084.0,2.0,53.0,2
5872,Kudlu,1300.0,2.0,56.0,2
5873,Kudlu,1027.0,2.0,44.0,2
5874,Kudlu,1245.0,2.0,60.0,3
5875,Kudlu,1027.0,2.0,44.0,2
5876,Kudlu,1110.0,2.0,46.0,2
5878,Kudlu,1027.0,2.0,44.0,2
5879,Kudlu,720.0,1.0,33.0,1
5880,Kudlu,1027.0,2.0,44.0,2
5881,Kudlu,1162.0,2.0,52.0,2
5882,Kudlu,1041.0,2.0,53.0,2
5883,Kudlu Gate,1535.0,3.0,83.0,3
5884,Kudlu Gate,1535.0,3.0,85.0,3
5886,Kudlu Gate,1535.0,3.0,86.0,3
5887,Kudlu Gate,1564.0,2.0,92.0,3
5889,Kudlu Gate,1238.0,2.0,55.0,2
5890,Kudlu Gate,1707.0,2.0,99.745,3
5891,Kudlu Gate,1335.0,3.0,89.0,3
5892,Kudlu Gate,703.0,1.0,52.0,1
5893,Kudlu Gate,1535.0,3.0,86.0,3
5894,Kudlu Gate,1532.0,3.0,83.0,3
5895,Kudlu Gate,1113.0,2.0,50.0,2
5897,Kudlu Gate,1185.0,2.0,50.0,2
5899,Kudlu Gate,1400.0,1.0,285.0,1
5902,Kudlu Gate,1215.0,2.0,45.0,2
5903,Kudlu Gate,812.0,2.0,38.25,2
5904,Kudlu Gate,1547.0,2.0,103.0,2
5905,Kudlu Gate,1336.0,2.0,86.0,2
5906,Kudlu Gate,1919.0,3.0,121.0,3
5907,Kudlu Gate,1464.0,3.0,56.0,2
5908,Kudlu Gate,1535.0,3.0,85.0,3
5909,Kudlu Gate,1850.0,3.0,120.0,3
5910,Kudlu Gate,940.0,2.0,69.57,2
5911,Kudlu Gate,1215.0,2.0,44.96,2
5912,Kudlu Gate,1164.0,2.0,75.0,2
5913,Kudlu Gate,3850.0,6.0,205.0,4
5914,Kudlu Gate,1183.0,2.0,79.54,2
5915,Kudlu Gate,1850.0,3.0,110.0,3
5917,Kudlu Gate,1183.0,2.0,79.54,2
5918,Kudlu Gate,1200.0,2.0,44.4,2
5920,Kudlu Gate,1310.0,2.0,53.0,2
5921,Kumaraswami Layout,2000.0,4.0,139.0,4
5922,Kumaraswami Layout,1000.0,2.0,48.5,2
5923,Kumaraswami Layout,1000.0,2.0,58.0,2
5924,Kumaraswami Layout,1000.0,2.0,36.0,2
5925,Kumaraswami Layout,2400.0,7.0,125.0,7
5926,Kumaraswami Layout,2600.0,4.0,325.0,4
5927,Kumaraswami Layout,800.0,1.0,90.0,2
5930,Kumaraswami Layout,850.0,1.0,78.0,1
5931,Kumaraswami Layout,2600.0,4.0,300.0,4
5932,Kumaraswami Layout,3200.0,7.0,150.0,7
5934,Kumaraswami Layout,2450.0,3.0,110.0,4
5935,Kumaraswami Layout,600.0,2.0,72.0,2
5936,Kumaraswami Layout,3100.0,7.0,145.0,7
5937,Kumaraswami Layout,1200.0,2.0,29.0,2
5938,Kumaraswami Layout,3000.0,4.0,400.0,7
5940,Kumaraswami Layout,1081.0,2.0,60.0,2
5941,Kundalahalli,1724.0,3.0,125.0,3
5942,Kundalahalli,1030.0,2.0,49.0,2
5943,Kundalahalli,735.0,2.0,57.99,2
5944,Kundalahalli,1047.0,2.0,82.0,2
5945,Kundalahalli,1397.0,3.0,105.0,3
5946,Kundalahalli,1291.0,2.0,49.0,2
5947,Kundalahalli,1724.0,3.0,127.0,3
5948,Kundalahalli,1010.0,2.0,49.27,2
5949,Kundalahalli,1397.0,3.0,110.0,3
5950,Kundalahalli,2400.0,1.0,650.0,1
5951,Kundalahalli,1397.0,3.0,104.0,3
5952,Kundalahalli,1397.0,3.0,108.0,3
5953,Kundalahalli,1920.0,3.0,150.0,3
5954,Kundalahalli,1397.0,3.0,105.0,3
5956,Kundalahalli,1724.0,3.0,124.0,3
5957,Kundalahalli,1047.0,2.0,84.0,2
5958,Kundalahalli,1047.0,2.0,83.0,2
5959,Kundalahalli,7000.0,4.0,550.0,4
5961,Kundalahalli,1120.0,2.0,53.76,2
5962,Kundalahalli,1047.0,2.0,82.62,2
5963,Kundalahalli,1047.0,2.0,91.0,2
5964,Kundalahalli,1724.0,3.0,146.0,3
5965,Kundalahalli,2500.0,5.0,350.0,4
5966,Kundalahalli,1600.0,3.0,170.0,3
5968,Kundalahalli,1724.0,3.0,125.0,3
5969,Kundalahalli,1010.0,2.0,48.27,2
5970,Kundalahalli,1047.0,2.0,89.0,2
5971,Kundalahalli,2500.0,5.0,245.0,4
5972,Kundalahalli,1397.0,3.0,105.0,3
5974,Kundalahalli,1047.0,2.0,72.0,2
5975,Kundalahalli,1260.0,2.0,58.0,2
5976,Kundalahalli,3092.0,4.0,230.0,4
5977,Kundalahalli,1065.0,2.0,70.0,2
5978,Kundalahalli,1724.0,3.0,146.0,3
5980,Kundalahalli,1047.0,2.0,91.0,2
5981,Kundalahalli,1724.0,3.0,128.0,3
5982,Kundalahalli,1500.0,4.0,235.0,4
5983,Kundalahalli,1315.0,2.0,74.0,2
5984,Kundalahalli,2100.0,3.0,150.0,3
5985,Kundalahalli,1724.0,3.0,125.0,3
5986,Kundalahalli,1724.0,3.0,140.0,3
5987,Kundalahalli,1175.0,2.0,65.0,2
5989,LB Shastri Nagar,1043.0,2.0,55.0,2
5990,LB Shastri Nagar,1184.0,2.0,69.0,2
5991,LB Shastri Nagar,665.0,1.0,32.0,1
5992,LB Shastri Nagar,1250.0,2.0,48.5,2
5993,LB Shastri Nagar,1400.0,2.0,80.0,3
5994,LB Shastri Nagar,1184.0,2.0,62.0,2
5995,LB Shastri Nagar,2400.0,8.0,250.0,8
5996,LB Shastri Nagar,1200.0,2.0,47.0,2
5997,LB Shastri Nagar,1200.0,2.0,75.0,2
5998,LB Shastri Nagar,1000.0,2.0,49.5,2
5999,Laggere,1200.0,1.0,48.0,1
6000,Laggere,1200.0,2.0,150.0,3
6001,Laggere,2800.0,5.0,125.0,5
6002,Laggere,1200.0,3.0,130.0,3
6003,Laggere,1260.0,4.0,150.0,4
6004,Laggere,1200.0,1.0,125.0,1
6005,Laggere,1200.0,2.0,75.0,2
6006,Laggere,1500.0,1.0,60.0,1
6007,Laggere,620.0,2.0,48.0,1
6008,Laggere,1800.0,5.0,70.0,5
6009,Lakshminarayana Pura,1185.0,2.0,75.0,2
6010,Lakshminarayana Pura,1600.0,2.0,108.0,3
6011,Lakshminarayana Pura,1680.0,3.0,150.0,3
6012,Lakshminarayana Pura,1180.0,2.0,75.0,2
6013,Lakshminarayana Pura,1172.0,2.0,82.0,2
6014,Lakshminarayana Pura,1750.0,3.0,150.0,3
6015,Lakshminarayana Pura,1179.0,2.0,75.0,2
6016,Lakshminarayana Pura,1149.0,2.0,75.0,2
6017,Lakshminarayana Pura,1336.0,2.0,100.0,2
6018,Lakshminarayana Pura,1175.0,2.0,75.0,2
6019,Lakshminarayana Pura,1190.0,2.0,75.0,2
6020,Lakshminarayana Pura,1200.0,2.0,75.0,2
6021,Lakshminarayana Pura,1200.0,2.0,75.0,2
6022,Lakshminarayana Pura,1656.0,3.0,150.0,3
6023,Lakshminarayana Pura,1165.0,2.0,75.0,2
6024,Lakshminarayana Pura,1145.0,2.0,75.0,2
6025,Lakshminarayana Pura,1695.0,3.0,150.0,3
6026,Lakshminarayana Pura,1300.0,2.0,70.0,2
6027,Lakshminarayana Pura,1569.0,3.0,150.0,3
6028,Lakshminarayana Pura,1649.0,3.0,150.0,3
6029,Lakshminarayana Pura,1395.0,2.0,75.0,2
6030,Lakshminarayana Pura,1500.0,3.0,104.0,3
6031,Lakshminarayana Pura,1700.0,3.0,150.0,3
6032,Lakshminarayana Pura,1210.0,2.0,75.0,2
6034,Lakshminarayana Pura,1169.0,2.0,75.0,2
6035,Lakshminarayana Pura,1200.0,2.0,75.0,2
6036,Lakshminarayana Pura,1172.0,2.0,75.0,2
6037,Lakshminarayana Pura,1172.0,2.0,75.0,2
6038,Lakshminarayana Pura,1720.0,3.0,150.0,3
6039,Lakshminarayana Pura,1180.0,2.0,75.0,2
6040,Lakshminarayana Pura,1200.0,2.0,83.0,2
6041,Lakshminarayana Pura,1200.0,2.0,80.0,2
6042,Lakshminarayana Pura,1615.0,3.0,150.0,3
6043,Lakshminarayana Pura,1195.0,2.0,75.0,2
6044,Lakshminarayana Pura,1200.0,2.0,80.0,2
6045,Lingadheeranahalli,1521.0,3.0,95.0,3
6046,Lingadheeranahalli,1511.0,3.0,95.0,3
6047,Lingadheeranahalli,1683.0,3.0,109.0,3
6048,Lingadheeranahalli,1519.0,3.0,93.0,3
6049,Lingadheeranahalli,1521.0,3.0,94.99,3
6050,Lingadheeranahalli,1687.0,3.0,127.0,3
6051,Lingadheeranahalli,1893.0,3.0,140.0,3
6052,Lingadheeranahalli,1530.0,2.0,90.0,3
6053,Lingadheeranahalli,1682.0,3.0,120.0,3
6054,Lingadheeranahalli,1521.0,3.0,94.71,3
6055,Lingadheeranahalli,1893.0,3.0,130.0,3
6056,Lingadheeranahalli,1705.0,3.0,110.0,3
6057,Lingadheeranahalli,2245.0,4.0,154.0,4
6058,Lingadheeranahalli,1682.0,3.0,113.0,3
6059,Lingadheeranahalli,1682.0,3.0,114.0,3
6060,Lingadheeranahalli,1506.0,3.0,95.0,3
6061,Lingadheeranahalli,1683.0,3.0,140.0,3
6062,Lingadheeranahalli,1683.0,3.0,110.0,3
6063,Lingadheeranahalli,1684.0,3.0,120.0,3
6064,Lingadheeranahalli,2236.0,4.0,153.0,4
6065,Lingadheeranahalli,1894.0,4.0,114.0,3
6066,Lingadheeranahalli,2240.0,4.0,160.0,4
6067,Lingadheeranahalli,1768.0,3.0,81.31,3
6068,Magadi Road,3600.0,6.0,141.0,6
6069,Magadi Road,1116.0,2.0,50.0,2
6071,Magadi Road,884.0,2.0,41.1,2
6072,Magadi Road,1005.0,2.0,55.78,2
6073,Magadi Road,1000.0,2.0,46.5,2
6074,Magadi Road,1500.0,2.0,93.0,4
6075,Magadi Road,1350.0,1.0,100.0,2
6077,Magadi Road,1345.0,2.0,55.0,2
6078,Magadi Road,440.0,1.0,35.0,1
6079,Magadi Road,1200.0,4.0,130.0,4
6080,Magadi Road,600.0,1.0,22.0,2
6082,Magadi Road,5000.0,6.0,360.0,5
6083,Magadi Road,1116.0,2.0,51.89,2
6084,Magadi Road,1052.0,2.0,60.0,3
6085,Magadi Road,1200.0,3.0,98.0,3
6086,Magadi Road,750.0,2.0,27.0,2
6087,Magadi Road,940.0,2.0,50.0,2
6088,Magadi Road,1318.0,2.0,68.0,3
6090,Magadi Road,884.0,2.0,48.0,2
6091,Mahadevpura,1451.0,2.0,90.0,2
6092,Mahadevpura,1225.0,2.0,48.0,2
6094,Mahadevpura,1150.0,2.0,52.0,2
6095,Mahadevpura,1250.0,2.0,52.0,2
6096,Mahadevpura,1192.0,2.0,75.0,2
6097,Mahadevpura,1260.0,2.0,57.6,2
6098,Mahadevpura,3555.0,4.0,230.0,4
6099,Mahadevpura,730.0,1.0,35.0,1
6100,Mahadevpura,3295.0,4.0,260.0,5
6101,Mahadevpura,1058.0,2.0,85.0,2
6102,Mahadevpura,1475.0,2.0,55.0,2
6104,Mahadevpura,1146.0,2.0,53.8,2
6105,Mahadevpura,1532.0,2.0,62.0,2
6107,Mahadevpura,1136.0,2.0,64.5,2
6109,Mahadevpura,1438.0,2.0,89.0,2
6110,Mahadevpura,1137.0,2.0,53.4,2
6111,Mahadevpura,1601.0,3.0,95.0,3
6112,Mahadevpura,1450.0,3.0,75.0,3
6113,Mahadevpura,1152.0,2.0,54.0,2
6114,Mahadevpura,1212.0,2.0,56.9,2
6116,Mahadevpura,1505.0,3.0,78.0,3
6118,Mahadevpura,1236.0,2.0,58.0,2
6119,Mahadevpura,1236.0,2.0,58.0,2
6120,Mahadevpura,1120.0,2.0,53.0,2
6121,Mahadevpura,1050.0,2.0,42.0,2
6122,Mahalakshmi Layout,3750.0,4.0,760.0,4
6123,Mahalakshmi Layout,1575.0,5.0,158.0,4
6124,Mahalakshmi Layout,1105.0,2.0,80.0,2
6125,Mahalakshmi Layout,4320.0,7.0,821.0,9
6126,Mahalakshmi Layout,1200.0,3.0,160.0,4
6127,Mahalakshmi Layout,4482.0,6.0,852.0,8
6128,Mahalakshmi Layout,1080.0,2.0,67.0,2
6129,Mahalakshmi Layout,1200.0,2.0,110.0,3
6130,Mahalakshmi Layout,1876.0,3.0,150.0,3
6131,Mallasandra,1665.0,3.0,95.0,3
6133,Mallasandra,1340.0,2.0,61.0,2
6134,Mallasandra,1200.0,2.0,130.0,2
6135,Mallasandra,1325.0,2.0,70.0,2
6137,Mallasandra,1325.0,2.0,70.0,2
6138,Mallasandra,905.0,2.0,40.0,2
6139,Mallasandra,1325.0,2.0,65.0,2
6140,Mallasandra,1810.0,3.0,57.0,4
6141,Mallasandra,1325.0,2.0,73.0,2
6142,Mallasandra,1565.0,2.0,69.0,2
6143,Mallasandra,905.0,2.0,35.0,2
6145,Mallasandra,1100.0,2.0,76.3,3
6146,Malleshpalya,1140.0,2.0,46.5,2
6147,Malleshpalya,1225.0,2.0,46.86,2
6149,Malleshpalya,1052.0,2.0,50.0,2
6150,Malleshpalya,1405.0,2.0,77.0,3
6151,Malleshpalya,1065.0,2.0,50.0,2
6152,Malleshpalya,1210.0,2.0,55.0,2
6154,Malleshpalya,1060.0,2.0,40.0,2
6155,Malleshpalya,2592.0,4.0,250.0,4
6156,Malleshpalya,1430.0,2.0,69.5,3
6157,Malleshpalya,1200.0,3.0,149.0,3
6158,Malleshpalya,1421.0,2.0,90.0,2
6159,Malleshpalya,1245.0,2.0,55.0,2
6160,Malleshpalya,1200.0,3.0,149.0,3
6161,Malleshpalya,1200.0,2.0,46.0,2
6162,Malleshpalya,1225.0,2.0,52.0,2
6163,Malleshwaram,1100.0,2.0,75.0,2
6164,Malleshwaram,705.0,1.0,67.0,1
6165,Malleshwaram,12000.0,7.0,2200.0,7
6166,Malleshwaram,2500.0,5.0,325.0,4
6167,Malleshwaram,2006.0,3.0,297.0,3
6168,Malleshwaram,686.0,1.0,62.5,1
6169,Malleshwaram,2475.0,4.0,332.0,3
6170,Malleshwaram,2610.0,3.0,399.0,3
6171,Malleshwaram,2475.0,4.0,320.0,3
6172,Malleshwaram,900.0,2.0,95.0,2
6173,Malleshwaram,1420.0,2.0,158.0,2
6174,Malleshwaram,2000.0,3.0,250.0,3
6175,Malleshwaram,3000.0,4.0,900.0,7
6176,Malleshwaram,1124.0,3.0,80.0,2
6177,Malleshwaram,2215.0,3.0,275.0,3
6178,Malleshwaram,5500.0,5.0,1500.0,4
6179,Malleshwaram,1600.0,3.0,160.0,3
6180,Malleshwaram,2475.0,4.0,300.0,3
6181,Malleshwaram,2345.0,2.0,293.0,3
6183,Malleshwaram,7500.0,7.0,1700.0,5
6184,Malleshwaram,2215.0,4.0,310.0,3
6185,Malleshwaram,2425.0,7.0,140.0,7
6186,Malleshwaram,480.0,1.0,60.0,1
6187,Malleshwaram,1290.0,2.0,120.0,2
6188,Malleshwaram,2475.0,4.0,326.0,3
6189,Malleshwaram,3000.0,5.0,815.0,4
6191,Malleshwaram,4000.0,4.0,1100.0,4
6192,Malleshwaram,2476.0,3.0,337.0,3
6193,Malleshwaram,900.0,2.0,90.0,2
6195,Malleshwaram,2050.0,4.0,270.0,3
6196,Malleshwaram,6500.0,4.0,1400.0,4
6197,Malleshwaram,900.0,2.0,72.0,2
6198,Malleshwaram,620.0,1.0,86.8,1
6199,Malleshwaram,600.0,1.0,68.0,2
6200,Malleshwaram,2475.0,4.0,337.0,3
6201,Malleshwaram,2215.0,3.0,275.0,3
6202,Malleshwaram,2215.0,3.0,330.0,3
6204,Malleshwaram,1020.0,2.0,80.0,2
6205,Malleshwaram,600.0,1.0,90.0,2
6206,Malleshwaram,2200.0,3.0,275.0,3
6207,Malleshwaram,2475.0,4.0,326.0,3
6208,Malleshwaram,1500.0,2.0,140.0,2
6209,Malleshwaram,2475.0,4.0,340.0,3
6210,Malleshwaram,1400.0,2.0,190.0,2
6211,Malleshwaram,2475.0,4.0,300.0,3
6212,Malleshwaram,3000.0,4.0,900.0,5
6213,Malleshwaram,2400.0,3.0,380.0,3
6214,Malleshwaram,580.0,1.0,45.0,1
6215,Malleshwaram,1410.0,2.0,125.0,2
6218,Marathahalli,1220.0,2.0,57.0,2
6219,Marathahalli,1200.0,2.0,52.0,2
6220,Marathahalli,1200.0,2.0,60.0,2
6221,Marathahalli,1200.0,2.0,128.0,2
6222,Marathahalli,1933.0,3.0,140.0,3
6223,Marathahalli,950.0,2.0,46.96,2
6224,Marathahalli,1780.0,4.0,175.0,4
6225,Marathahalli,1230.0,2.0,80.0,2
6226,Marathahalli,3800.0,4.0,250.0,4
6227,Marathahalli,1019.0,2.0,49.85,2
6228,Marathahalli,1215.0,2.0,67.0,2
6229,Marathahalli,2181.0,3.0,152.0,4
6231,Marathahalli,1170.0,2.0,53.0,2
6232,Marathahalli,1019.0,2.0,49.86,2
6233,Marathahalli,1325.0,2.0,71.55,2
6234,Marathahalli,1220.0,2.0,56.5,2
6236,Marathahalli,1937.0,3.0,160.0,3
6237,Marathahalli,1152.0,2.0,56.0,2
6238,Marathahalli,1610.0,3.0,90.0,3
6239,Marathahalli,1146.0,2.0,70.0,2
6241,Marathahalli,1469.0,3.0,89.0,3
6247,Marathahalli,2519.0,5.0,185.0,4
6249,Marathahalli,957.0,2.0,46.9,2
6250,Marathahalli,1583.0,3.0,105.0,3
6251,Marathahalli,2524.0,5.0,190.0,4
6255,Marathahalli,1071.0,2.0,52.25,2
6256,Marathahalli,1215.0,2.0,58.86,2
6257,Marathahalli,1102.0,2.0,53.67,2
6258,Marathahalli,1900.0,3.0,123.0,3
6259,Marathahalli,1045.0,2.0,60.0,2
6261,Marathahalli,1215.0,2.0,58.86,2
6262,Marathahalli,1365.0,2.0,73.0,2
6267,Marathahalli,1208.0,2.0,70.0,2
6268,Marathahalli,1730.0,3.0,139.0,3
6269,Marathahalli,1325.0,1.0,92.0,2
6270,Marathahalli,1525.0,3.0,90.0,3
6271,Marathahalli,1937.0,3.0,140.0,3
6273,Marathahalli,1350.0,2.0,86.0,2
6274,Marathahalli,957.0,2.0,47.0,2
6276,Marathahalli,1230.0,2.0,57.0,2
6277,Marathahalli,1200.0,2.0,58.0,2
6279,Marathahalli,607.0,1.0,35.0,1
6280,Marathahalli,1583.0,3.0,109.0,3
6281,Marathahalli,2500.0,3.0,200.0,5
6282,Marathahalli,1075.0,2.0,52.43,2
6283,Marathahalli,1360.0,2.0,103.0,2
6284,Marathahalli,1220.0,2.0,58.5,2
6285,Marathahalli,4000.0,4.0,650.0,4
6286,Marathahalli,950.0,2.0,45.68,2
6287,Marathahalli,615.0,1.0,44.0,1
6288,Marathahalli,1595.0,3.0,90.0,3
6289,Marathahalli,1350.0,2.0,89.0,2
6290,Marathahalli,1020.0,2.0,57.0,2
6292,Marathahalli,1600.0,3.0,88.0,2
6293,Marathahalli,780.0,1.0,55.0,1
6294,Marathahalli,1710.0,3.0,100.0,3
6296,Marathahalli,1358.0,2.0,81.0,2
6297,Marathahalli,1290.0,2.0,52.0,2
6298,Marathahalli,1205.0,2.0,75.0,2
6299,Marathahalli,1730.0,3.0,110.0,3
6300,Marathahalli,1583.0,3.0,115.0,3
6302,Marathahalli,1200.0,2.0,67.0,2
6303,Marathahalli,1095.0,2.0,60.0,2
6304,Marathahalli,1060.0,2.0,48.0,2
6305,Marathahalli,2396.0,4.0,325.0,4
6306,Marathahalli,1050.0,2.0,65.0,2
6307,Marathahalli,1102.0,2.0,53.67,2
6308,Marathahalli,1026.0,2.0,49.95,2
6311,Marathahalli,1220.0,2.0,59.0,2
6312,Marathahalli,881.0,2.0,48.06,2
6314,Marathahalli,1710.0,3.0,100.0,3
6315,Marathahalli,1152.0,2.0,90.0,2
6316,Marathahalli,1680.0,3.0,105.0,3
6317,Marathahalli,1910.0,3.0,119.0,3
6319,Marathahalli,1602.0,2.0,104.0,2
6320,Marathahalli,700.0,1.0,38.0,1
6321,Marathahalli,1469.0,3.0,89.0,3
6323,Marathahalli,3090.0,4.0,325.0,4
6324,Marathahalli,1690.0,3.0,116.0,3
6325,Marathahalli,1065.0,2.0,55.0,2
6326,Marathahalli,1693.0,3.0,125.0,3
6327,Marathahalli,1693.0,3.0,125.0,3
6328,Marathahalli,1196.0,2.0,57.9,2
6330,Marathahalli,2122.0,3.0,125.0,3
6331,Marathahalli,1730.0,3.0,115.0,3
6332,Marathahalli,1200.0,1.0,103.0,2
6334,Marathahalli,1314.0,2.0,55.0,2
6336,Marathahalli,1125.0,2.0,55.0,2
6337,Marathahalli,1950.0,3.0,115.0,3
6338,Marathahalli,1250.0,2.0,68.0,2
6339,Marathahalli,1125.0,2.0,56.8,2
6340,Marathahalli,1350.0,2.0,90.0,2
6341,Marathahalli,1200.0,2.0,53.0,2
6342,Marathahalli,1248.0,2.0,130.0,2
6343,Marathahalli,2500.0,5.0,175.0,4
6344,Marathahalli,957.0,2.0,47.0,2
6347,Marathahalli,1350.0,2.0,60.0,2
6348,Marathahalli,3400.0,4.0,235.0,4
6349,Marathahalli,1350.0,2.0,99.0,2
6351,Marathahalli,1720.0,3.0,175.0,3
6352,Marathahalli,1285.0,2.0,55.0,2
6353,Marathahalli,2500.0,5.0,181.0,4
6354,Marathahalli,3800.0,4.0,235.0,4
6355,Marathahalli,3951.0,4.0,230.0,4
6356,Marathahalli,1125.0,2.0,54.8,2
6357,Marathahalli,1700.0,3.0,126.0,3
6359,Marathahalli,1270.0,2.0,73.0,2
6361,Marathahalli,950.0,2.0,46.7,2
6363,Marathahalli,1019.0,2.0,49.86,2
6364,Marathahalli,1144.0,2.0,65.0,2
6365,Marathahalli,1240.0,2.0,55.0,2
6366,Marathahalli,1100.0,2.0,75.0,1
6367,Marathahalli,1710.0,3.0,135.0,3
6368,Marathahalli,1156.0,2.0,52.0,2
6369,Marathahalli,2524.0,5.0,180.0,4
6370,Marathahalli,3090.0,4.0,350.0,4
6371,Marathahalli,1135.0,2.0,60.0,2
6372,Marathahalli,1839.0,3.0,130.0,3
6373,Marathahalli,1170.0,2.0,85.0,2
6374,Marathahalli,1102.0,2.0,53.67,2
6376,Marathahalli,1449.0,3.0,110.0,3
6377,Marathahalli,1360.0,2.0,101.0,2
6378,Marathahalli,1026.0,2.0,50.18,2
6381,Marathahalli,1270.0,2.0,80.0,2
6382,Marathahalli,1100.0,2.0,50.0,2
6383,Marathahalli,1196.0,2.0,57.95,2
6385,Marathahalli,1485.0,2.0,90.0,3
6386,Marathahalli,1146.0,2.0,69.0,2
6387,Margondanahalli,2400.0,2.0,82.0,2
6388,Margondanahalli,1090.0,2.0,58.0,2
6389,Margondanahalli,1200.0,2.0,58.5,2
6390,Margondanahalli,1200.0,2.0,67.0,2
6392,Margondanahalli,1200.0,1.0,53.0,2
6393,Margondanahalli,1000.0,2.0,57.0,2
6395,Margondanahalli,1360.0,2.0,45.0,4
6396,Margondanahalli,600.0,2.0,35.0,2
6397,Margondanahalli,1200.0,2.0,69.0,2
6398,Margondanahalli,900.0,2.0,49.0,2
6399,Margondanahalli,1140.0,2.0,60.0,2
6400,Margondanahalli,900.0,2.0,55.0,2
6401,Margondanahalli,900.0,2.0,65.0,2
6402,Margondanahalli,1100.0,2.0,55.0,2
6403,Margondanahalli,900.0,2.0,55.0,2
6404,Margondanahalli,1152.0,1.0,66.0,2
6406,Margondanahalli,1200.0,2.0,65.0,2
6407,Margondanahalli,1050.0,2.0,58.0,2
6408,Margondanahalli,1160.0,2.0,65.0,2
6409,Margondanahalli,1334.0,2.0,67.76,2
6410,Marsur,1000.0,4.0,66.0,3
6411,Marsur,1800.0,4.0,145.0,4
6412,Marsur,1200.0,3.0,90.0,3
6413,Marsur,1200.0,3.0,120.0,3
6414,Marsur,1200.0,3.0,150.0,3
6415,Mico Layout,5000.0,9.0,210.0,9
6417,Mico Layout,1125.0,2.0,40.0,2
